,item,price,url
81,CONCRETE SAW CART FOR SALE!,$50,https://toronto.craigslist.org/tor/tls/d/concrete-saw-cart-for-sale/6801933749.html
82,Woodhead Model 927 Heavy Duty Retractable Cord Reel 25' Cord,$110,https://toronto.craigslist.org/yrk/tls/d/markham-woodhead-model-927-heavy-duty/6788984839.html
83,LIKE NEW SKIL JIGSAW FOR SALE!,$40,https://toronto.craigslist.org/bra/tls/d/bolton-like-new-skil-jigsaw-for-sale/6801868579.html
84,"Grizzly 6"" lathe chuck, brand new",$185,https://toronto.craigslist.org/tor/tls/d/etobicoke-grizzly-6-lathe-chuck-brand/6782558183.html
85,DEWALT HAND SAW FOR SALE!,$90,https://toronto.craigslist.org/bra/tls/d/bolton-dewalt-hand-saw-for-sale/6801837752.html
86,Tools wanted on consignment,$0.00,https://toronto.craigslist.org/tor/wan/d/north-york-tools-wanted-on-consignment/6801817073.html
87,Makita 12V Cordless Drill,$150,https://toronto.craigslist.org/tor/tls/d/toronto-makita-12v-cordless-drill/6801813548.html
88,QUALITY TOOLS Claw Hammer,$15,https://toronto.craigslist.org/mss/tls/d/mississauga-quality-tools-claw-hammer/6801749430.html
89,"Gas Can, Clean, One Imperial Gallon (4.7L), 1.25 U.S. Gal",$5,https://toronto.craigslist.org/yrk/tls/d/richmond-hill-gas-can-clean-one/6801743463.html
90,bolts,$20,https://toronto.craigslist.org/tor/tls/d/north-york-bolts/6801676284.html
91,Scale Torque Wrench,$25,https://toronto.craigslist.org/tor/tls/d/north-york-scale-torque-wrench/6801669709.html
92,tools your choice,$1,https://toronto.craigslist.org/tor/tls/d/tools-your-choice/6801645038.html
93,3M N95 particulate respirator masks,$10,https://toronto.craigslist.org/tor/tls/d/north-york-3m-n95-particulate/6780004960.html
94,"Vintage TecoMaster Professional 1"" Wrench, Oil Filter Wrench",$15,https://toronto.craigslist.org/tor/tls/d/toronto-vintage-tecomaster-professional/6801566657.html
95,***GREAT !! WorkCentre Drive Socket Kit - 40 Piece Set !!**,$30,https://toronto.craigslist.org/oak/tls/d/oakville-great-workcentre-drive-socket/6796893675.html
96,Oxy-acetylene tanks 40/55 CF,$350,https://toronto.craigslist.org/tor/tls/d/toronto-oxy-acetylene-tankscf/6795697132.html
97,Wissota skate sharpening sharpener portable machine,$0.00,https://toronto.craigslist.org/tor/tls/d/wissota-skate-sharpening-sharpener/6801299302.html
98,-BRAND NEW IN BOX- Lincoln Electric MIG 140 WELDER (120v),$525,https://toronto.craigslist.org/tor/tls/d/brand-new-in-box-lincoln-electric-mig/6785936170.html
99,-BRAND NEW IN BOX- Lincoln Electric MIG 180 WELDER (230v),$625,https://toronto.craigslist.org/tor/tls/d/brand-new-in-box-lincoln-electric-mig/6785936524.html
100,NEW 2PC UNIVERSAL PIPE WRENCH 9-32MM,$0.00,https://toronto.craigslist.org/tor/tld/d/north-york-new-2pc-universal-pipe/6801029450.html
101,"Brand New Plastic or Alumium Single, Double, 3-way Suction Cups",$2,https://toronto.craigslist.org/tor/tld/d/north-york-brand-new-plastic-or-alumium/6801029193.html
102,"15PC X 1/4""CARBIDE ROUTER BIT",$35,https://toronto.craigslist.org/tor/tld/d/north-york-15pc-1-4carbide-router-bit/6801028594.html
103,Orange or Green High Visibility Vest/Shirt,$8,https://toronto.craigslist.org/tor/tld/d/north-york-orange-or-green-high/6801028395.html
104,"Tool Sets, A must for every Hobbyists or Homeowner",$20,https://toronto.craigslist.org/tor/tls/d/markham-tool-sets-must-for-every/6780110015.html
105,Brand new Shopping Cart,$30,https://toronto.craigslist.org/tor/tls/d/toronto-brand-new-shopping-cart/6800999902.html
106,HUSKY 16 oz. Fiberglass Claw Hammer,$10,https://toronto.craigslist.org/yrk/tls/d/north-york-husky-16-oz-fiberglass-claw/6800991841.html
107,Home Depot store credit,$0.00,https://toronto.craigslist.org/tor/tls/d/richmond-hill-home-depot-store-credit/6800827762.html
108,tools your choice,$0.00,https://toronto.craigslist.org/tor/tls/d/tools-your-choice/6800761399.html
109,"14"" steel cutting wheel",$5,https://toronto.craigslist.org/tor/tls/d/14-steel-cutting-wheel/6800741108.html
110,pressure washer,$49,https://toronto.craigslist.org/tor/tls/d/york-pressure-washer/6795217640.html
111,antique Tools/Box,$0.00,https://toronto.craigslist.org/tor/clt/d/antique-tools-box/6800717484.html
112,FOURTEEN Piece Socket Set - C.P.,$110,https://toronto.craigslist.org/mss/tls/d/mississauga-fourteen-piece-socket-set-cp/6800566299.html
113,FIVE Piece Socket Set - C.P.,$150,https://toronto.craigslist.org/mss/tls/d/mississauga-five-piece-socket-set-cp/6800560556.html
114,Impact Wrench CP-898-6,$300,https://toronto.craigslist.org/mss/tls/d/mississauga-impact-wrench-cp-898-6/6800527314.html
115,Impact Wrench - CAR TOOL,$275,https://toronto.craigslist.org/mss/tls/d/mississauga-impact-wrench-car-tool/6800522446.html
116,Moving Sale! Dewalt Flexvolt Line Up - Brand New Used Once!,$3500,https://toronto.craigslist.org/yrk/tls/d/newmarket-moving-sale-dewalt-flexvolt/6800490075.html
117,Bosch GLL100G Green-Beam Self-Leveling Cross-Line Laser,$225,https://toronto.craigslist.org/tor/tls/d/toronto-bosch-gll100g-green-beam-self/6800452069.html
118,New 8 Gallon 2.5HP Oil-free Air Compressor W/20pc Pneumatic Accessory,$200,https://toronto.craigslist.org/tor/tld/d/north-york-new-8-gallon-25hp-oil-free/6800367436.html
119,BRAND NEW 16 PCS HOLE SAW KIT,$20,https://toronto.craigslist.org/tor/tld/d/north-york-brand-new-16-pcs-hole-saw-kit/6800341847.html
120,Brand New Hand Wood Plane,$19,https://toronto.craigslist.org/tor/tld/d/north-york-brand-new-hand-wood-plane/6800342078.html
121,Garage Door Mornitor,$10,https://toronto.craigslist.org/tor/tls/d/garage-door-mornitor/6800347255.html
122,New Soldering Sucker/Desoldering Pump,$6,https://toronto.craigslist.org/tor/tld/d/north-york-new-soldering-sucker/6800340908.html
123,HEAVY DUTY FLOORING PULL BAR,$25,https://toronto.craigslist.org/tor/tld/d/north-york-heavy-duty-flooring-pull-bar/6800341188.html
124,Thickness measuring tool,$0.00,https://toronto.craigslist.org/tor/tls/d/toronto-thickness-measuring-tool/6788193355.html
125,under hoist 2-ton tripod stand,$185,https://toronto.craigslist.org/tor/tls/d/etobicoke-under-hoist-2-ton-tripod-stand/6778844747.html
126,8 inch plywood finishing saw blade,$40,https://toronto.craigslist.org/tor/tls/d/etobicoke-8-inch-plywood-finishing-saw/6783825319.html
127,Cutters for Milwaukee Steel Hawg,$40,https://toronto.craigslist.org/tor/tls/d/cutters-for-milwaukee-steel-hawg/6783826496.html
128,15 gal Air Compressor,$340,https://toronto.craigslist.org/tor/tls/d/etobicoke-15-gal-air-compressor/6794788876.html
129,Zircon Studsensor Edge,$25,https://toronto.craigslist.org/mss/tls/d/mississauga-zircon-studsensor-edge/6800046415.html
130,chairs $ 30 each,$30,https://toronto.craigslist.org/tor/tls/d/chairs-30-each/6799961935.html
131,"Box of rigging for HVAC, piping, sprinklers etc. Reduced!",$80,https://toronto.craigslist.org/tor/tls/d/box-of-rigging-for-hvac-piping/6786435655.html
132,Low Angle Antique Wood Plane,$55,https://toronto.craigslist.org/tor/tls/d/low-angle-antique-wood-plane/6786438921.html
133,Stabila 81SM Die Cast Magnetic Torpedo Level,$45,https://toronto.craigslist.org/tor/tls/d/toronto-stabila-81sm-die-cast-magnetic/6786445713.html
134,drill,$20,https://toronto.craigslist.org/tor/tls/d/north-york-drill/6799956519.html
135,Ridgid 31025 18-inch Heavy-Duty Straight Pipe Wrench,$49,https://toronto.craigslist.org/yrk/tls/d/north-york-ridgidinch-heavy-duty/6799907700.html
136,Vintage Eggbeater-type Manual Hand Drill for Tools / Props,$39,https://toronto.craigslist.org/yrk/tls/d/north-york-vintage-eggbeater-type/6799907350.html
137,"New 8"" Tri-Square/9"" Torpedo Level 2pc measuring set",$10,https://toronto.craigslist.org/tor/tld/d/north-york-new-8-tri-square-9-torpedo/6799873870.html
138,"Brand New Bi-Metal Hole Saw from 5/8"" to 6""",$0.00,https://toronto.craigslist.org/tor/tld/d/north-york-brand-new-bi-metal-hole-saw/6799874072.html
139,ADJUSTABLE HOLE CUTTER,$15,https://toronto.craigslist.org/tor/tld/d/north-york-adjustable-hole-cutter/6799874230.html
140,Brand New Milwaukee M12/M18 Battery Replacement,$60,https://toronto.craigslist.org/tor/tld/d/north-york-brand-new-milwaukee-m12-m18/6799874395.html
141,Brand New 3pc Pipe Expander Set,$45,https://toronto.craigslist.org/tor/tld/d/north-york-brand-new-3pc-pipe-expander/6799874595.html
142,Locker full o' antique signs & tools & & & & !,$0.00,https://toronto.craigslist.org/tor/atq/d/east-york-locker-full-antique-signs/6779123040.html
143,Vintage Great Neck Nut Drivers display unit !,$20,https://toronto.craigslist.org/tor/tls/d/vintage-great-neck-nut-drivers-display/6779092871.html
144,TOOL KIT,$25,https://toronto.craigslist.org/tor/tls/d/tool-kit/6799831706.html
145,"wrenches $ 65,00",$65,https://toronto.craigslist.org/tor/tls/d/wrenches-6500/6799832206.html
146,1.25 to 6 inch FLEXIBLE WALL SCRAPERS,$5,https://toronto.craigslist.org/tor/tls/d/125-to-6-inch-flexible-wall-scrapers/6799806703.html
147,Hand Riveter and Aviation Tin Snips,$15,https://toronto.craigslist.org/mss/tls/d/hand-riveter-and-aviation-tin-snips/6799795589.html
148,MASTERCRAFT 250 PIECES AND OTHER MASTERCRAFT TOOLS,$0.00,https://toronto.craigslist.org/tor/tls/d/mastercraft-250-pieces-and-other/6782468929.html
149,Mosquito Precision Skate Sharpening kit,$45,https://toronto.craigslist.org/mss/tls/d/mosquito-precision-skate-sharpening-kit/6799767524.html
150,Navien Flow Sensor PN 30010537A,$50,https://toronto.craigslist.org/tor/tls/d/north-york-navien-flow-sensor-pna/6799677237.html
151,Folding Steel Shovel,$25,https://toronto.craigslist.org/tor/tls/d/toronto-folding-steel-shovel/6779200112.html
152,Tool Boxes and Tools,$0.00,https://toronto.craigslist.org/tor/tls/d/tool-boxes-and-tools/6778371754.html
153,***AMAZING VALUE*** FS: 15m HEAVY DUTY (14 AWG) OUTDOOR EXTENSION CORD,$35,https://toronto.craigslist.org/tor/tls/d/east-york-amazing-value-fs-15m-heavy/6799509230.html
154,***AMAZING VALUE*** FS: 2 STEP STEPLADDER,$30,https://toronto.craigslist.org/tor/tls/d/east-york-amazing-value-fs-2-step/6799484189.html
155,***AMAZING DEAL*** FS: BRAND NEW MASTERCRAFT BRASS PADLOCK,$5,https://toronto.craigslist.org/tor/tls/d/east-york-amazing-deal-fs-brand-new/6799474269.html
156,***GREAT DEAL*** FS: STEEL UTILITY CLAMPS,$3,https://toronto.craigslist.org/tor/tls/d/east-york-great-deal-fs-steel-utility/6799471778.html
157,***GREAT VALUE*** FS: CRAFTSMAN 1/3 SHEET DUAL MODE SANDER,$50,https://toronto.craigslist.org/tor/tls/d/east-york-great-value-fs-craftsman-1-3/6799456289.html
158,Avro Aircraft Wire Crimper,$50,https://toronto.craigslist.org/tor/tls/d/east-york-avro-aircraft-wire-crimper/6799394386.html
159,Enamelling Kiln,$200,https://toronto.craigslist.org/tor/tls/d/east-york-enamelling-kiln/6797217769.html
160,Good Old Dewalt 18V Powertools,$100,https://toronto.craigslist.org/tor/tls/d/east-york-good-old-dewalt-18v-powertools/6792418670.html
161,"Blue-Point feeler gauge, wire gap for point ignition systems",$10,https://toronto.craigslist.org/yrk/tls/d/north-york-blue-point-feeler-gauge-wire/6799291007.html
162,Shrink wrap,$20,https://toronto.craigslist.org/tor/tls/d/etobicoke-shrink-wrap/6799250980.html
163,Light bulb removal,$20,https://toronto.craigslist.org/tor/tls/d/etobicoke-light-bulb-removal/6799249668.html
164,Dolly 2 wheeler,$30,https://toronto.craigslist.org/tor/tls/d/etobicoke-dolly-2-wheeler/6799246186.html
165,Grinder,$20,https://toronto.craigslist.org/tor/tls/d/etobicoke-grinder/6799241804.html
166,Vacuum,$10,https://toronto.craigslist.org/tor/tls/d/etobicoke-vacuum/6799235306.html
167,Level,$20,https://toronto.craigslist.org/tor/tls/d/etobicoke-level/6799233104.html
168,Window mesh,$10,https://toronto.craigslist.org/tor/tls/d/etobicoke-window-mesh/6799204788.html
169,Hardwood,$5,https://toronto.craigslist.org/tor/tls/d/etobicoke-hardwood/6799202685.html
170,Skraper,$10,https://toronto.craigslist.org/tor/tls/d/etobicoke-skraper/6799199825.html
171,Sand paper,$2,https://toronto.craigslist.org/tor/tls/d/etobicoke-sand-paper/6799186725.html
172,"8in1 Heat Press,24"" 500g Vinyl Cutter,Epson C88,Refillable Ink Kit",$1479,https://toronto.craigslist.org/tor/tld/d/8in1-heat-press24-500g-vinyl/6799071085.html
173,"8in1Sublimation Heat Press Transfer,Epson C88,W/Sublimation Ink",$879,https://toronto.craigslist.org/tor/tld/d/8in1sublimation-heat-press/6799065261.html
174,"24"" 500g force Laser Point Vinyl Cutter Plotter Heat Press Vinyl",$499,https://toronto.craigslist.org/tor/tld/d/g-force-laser-point-vinyl-cutter/6799046702.html
175,Dewalt 12V Drill and Battery,$45,https://toronto.craigslist.org/tor/tls/d/concord-dewalt-12v-drill-and-battery/6781572994.html
176,"Diamond core drill bits 1 1/2"" up to 12 """,$400,https://toronto.craigslist.org/tor/tls/d/north-york-diamond-core-drill-bitsup-to/6798993497.html
177,washer,$20,https://toronto.craigslist.org/tor/tls/d/north-york-washer/6798940548.html
178,nuts,$20,https://toronto.craigslist.org/tor/tls/d/north-york-nuts/6798934132.html
179,bolts,$20,https://toronto.craigslist.org/tor/tls/d/north-york-bolts/6798930633.html
180,Hammer,$5,https://toronto.craigslist.org/tor/tls/d/etobicoke-hammer/6798889861.html
181,drill,$20,https://toronto.craigslist.org/tor/tls/d/north-york-drill/6798887729.html
182,Paint suplies,$10,https://toronto.craigslist.org/tor/tls/d/etobicoke-paint-suplies/6798885239.html
183,Hand saw,$5,https://toronto.craigslist.org/tor/tls/d/etobicoke-hand-saw/6798845152.html
184,Pain't dispencer,$20,https://toronto.craigslist.org/tor/tls/d/etobicoke-paint-dispencer/6798838054.html
185,Brand New Auto Brake Caliper Wind Back Tool Kit,$40,https://toronto.craigslist.org/tor/tld/d/north-york-brand-new-auto-brake-caliper/6798829116.html
186,"Brand New 7"" Tile saw",$70,https://toronto.craigslist.org/tor/tld/d/north-york-brand-new-7-tile-saw/6798822897.html
187,"Brand New 10""/12"" Compound Miter Saw with Laser",$140,https://toronto.craigslist.org/tor/tld/d/north-york-brand-newcompound-miter-saw/6798823557.html
188,"Brand New 4""/5""/6"" HD Steel Vise",$60,https://toronto.craigslist.org/tor/tld/d/north-york-brand-newhd-steel-vise/6798822603.html
189,ExtenSion cable,$5,https://toronto.craigslist.org/tor/tls/d/etobicoke-extension-cable/6798809666.html
190,Miller MFLB-3-Z7/6FT Twin Turbo Lite 6' Life Line /Harness Set,$240,https://toronto.craigslist.org/mss/tls/d/mississauga-miller-mflb-3-z7-6ft-twin/6798704283.html
191,NEW!  MATRIX 150 pc HAIR PIN ASSORTMENT,$7,https://toronto.craigslist.org/tor/tld/d/new-matrix-150-pc-hair-pin-assortment/6798684759.html
192,Sander,$10,https://toronto.craigslist.org/tor/tls/d/etobicoke-sander/6798613372.html
193,Tile cutter,$10,https://toronto.craigslist.org/tor/tls/d/etobicoke-tile-cutter/6798606108.html
194,Tile grouting tools,$5,https://toronto.craigslist.org/tor/tls/d/etobicoke-tile-grouting-tools/6798605353.html
195,Lot of 7 Kwikset Lido Brass door handles bed / bath,$100,https://toronto.craigslist.org/tor/tls/d/north-york-lot-of-7-kwikset-lido-brass/6785537296.html
196,Garage  bags,$10,https://toronto.craigslist.org/tor/tls/d/etobicoke-garage-bags/6798596500.html
197,I BRAND NEW IN BOX.  TMX410 MULTI-GAS MONITOR.,$30,https://toronto.craigslist.org/tor/tls/d/east-york-brand-new-in-box-tmx410-multi/6798502426.html
198,I BRAND NEW IN BOX.  TMX410 MULTI-GAS MONITOR.,$30,https://toronto.craigslist.org/tor/tls/d/east-york-brand-new-in-box-tmx410-multi/6798502946.html
199,"Moving Box/Fence/Electronic BBQ/Patio Tables,Chairs/Rack/Tools/ Hookah",$2,https://toronto.craigslist.org/tor/atq/d/north-york-moving-box-fence-electronic/6788096732.html
200,"Moving Box/Fence/Electronic BBQ/Patio Tables,Chairs/Rack/Tools/ Hookah",$2,https://toronto.craigslist.org/tor/grd/d/north-york-moving-box-fence-electronic/6788102790.html
201,chisels,$40,https://toronto.craigslist.org/tor/tls/d/north-york-chisels/6798311824.html
202,plyers and tape measure,$20,https://toronto.craigslist.org/tor/tls/d/north-york-plyers-and-tape-measure/6798294273.html
203,Scale Torque Wrench,$30,https://toronto.craigslist.org/tor/tls/d/north-york-scale-torque-wrench/6798271218.html
204,34 PC. TOOL KIT $ 30  / booster cables $20/hand crank/flashlight$10,$30,https://toronto.craigslist.org/tor/tls/d/34-pc-tool-kit-30-booster-cables-20/6798103328.html
205,*Brand NEW* -GREENWORKS Backpack Leaf Blower 80V - Electric,$360,https://toronto.craigslist.org/tor/tls/d/brand-new-greenworks-backpack-leaf/6798060298.html
206,BRAND NEW 40PC DIE GRINDER,$40,https://toronto.craigslist.org/tor/tld/d/north-york-brand-new-40pc-die-grinder/6797954753.html
207,"5"" VERNIER CALIPER",$10,https://toronto.craigslist.org/tor/tld/d/north-york-5-vernier-caliper/6797944886.html
208,BRAND NEW 5PC SHOWER VALVE SOCKET WRENCH SET,$15,https://toronto.craigslist.org/tor/tld/d/north-york-brand-new-5pc-shower-valve/6797943347.html
209,Brand New Inspection Camera with LCD Monitor,$130,https://toronto.craigslist.org/tor/tld/d/north-york-brand-new-inspection-camera/6797944381.html
210,Brand New Safety Helmet,$8,https://toronto.craigslist.org/tor/tld/d/north-york-brand-new-safety-helmet/6797943562.html
211,Stihl TS350 Quick Cut Saw,$350,https://toronto.craigslist.org/tor/tls/d/east-york-stihl-ts350-quick-cut-saw/6797811075.html
212,metal snips $25,$25,https://toronto.craigslist.org/tor/tls/d/metal-snips-25/6797732245.html
213,WRENCHES $ 20,$20,https://toronto.craigslist.org/tor/tls/d/wrenches-20/6797732536.html
214,TOOL KIT,$25,https://toronto.craigslist.org/tor/tls/d/tool-kit/6797732657.html
215,speed wrench.3/8 dr $15/ hammer $10,$20,https://toronto.craigslist.org/tor/tls/d/speed-wrench3-8-dr-15-hammer-10/6797732044.html
216,"Dewalt Professional 18 volt Hammer Drill and Impact Driver, Both 100%",$240,https://toronto.craigslist.org/tor/tls/d/markham-dewalt-professional-18-volt/6776189344.html
217,Cable box key tool,$20,https://toronto.craigslist.org/yrk/tls/d/markham-cable-box-key-tool/6797592847.html
218,Sullstar EZ-RJ45 Crimp Tool Like New,$45,https://toronto.craigslist.org/tor/tls/d/east-york-sullstar-ez-rj45-crimp-tool/6792516692.html
219,digital torque adapter 1/2 inch socket 30-148 ft /lb,$25,https://toronto.craigslist.org/tor/tls/d/markham-digital-torque-adapter-1-2-inch/6797420045.html
220,digital torque adapter 1/2 inch socket 30-148 ft /lb,$25,https://toronto.craigslist.org/tor/tls/d/markham-digital-torque-adapter-1-2-inch/6797413419.html
221,black and decker drill/driver,$30,https://toronto.craigslist.org/tor/tls/d/toronto-black-and-decker-drill-driver/6777904185.html
222,Garden tools,$10,https://toronto.craigslist.org/tor/grd/d/toronto-garden-tools/6782894133.html
223,400 WATT INVERTER  /  tools for sale,$50,https://toronto.craigslist.org/tor/tls/d/400-watt-inverter-tools-for-sale/6797329065.html
224,"10"", 40 ,TOOTH SAW BLADE, $25.00",$25,https://toronto.craigslist.org/tor/tls/d/tooth-saw-blade-2500/6797329633.html
225,tools your choice,$0.00,https://toronto.craigslist.org/tor/tls/d/tools-your-choice/6797330313.html
226,bayonet shank SAW BLADES #12366 (Rockwell & Porter Cable),$1,https://toronto.craigslist.org/drh/tls/d/bayonet-shank-saw-bladesrockwell-porter/6797260725.html
227,BRAND NEW PORTABLE FOLDING WORK BENCH,$50,https://toronto.craigslist.org/tor/tld/d/north-york-brand-new-portable-folding/6797139995.html
228,Brand New 1.6Gal/4.6gal Air Compressor Ultra Quiet,$200,https://toronto.craigslist.org/tor/tld/d/north-york-brand-new-16gal-46gal-air/6797141203.html
229,"Brand New Electric 3 1/4"" Planer",$90,https://toronto.craigslist.org/tor/tld/d/north-york-brand-new-electricplaner/6797140370.html
230,"3/8"" DR. AIR IMPACT WRENCH",$50,https://toronto.craigslist.org/tor/tld/d/north-york-3-8-dr-air-impact-wrench/6797141517.html
231,Brand New Air Sand Blaster Gun,$25,https://toronto.craigslist.org/tor/tld/d/north-york-brand-new-air-sand-blaster/6797140784.html
232,Automotive Mechanic's Creeper,$30,https://toronto.craigslist.org/tor/tls/d/toronto-automotive-mechanics-creeper/6797063757.html
233,Compressor Parts,$1,https://toronto.craigslist.org/tor/tls/d/toronto-compressor-parts/6797062880.html
234,Festo pneumatic components,$70,https://toronto.craigslist.org/mss/tls/d/mississauga-festo-pneumatic-components/6796995502.html
235,400 WATT INVERTER  /  tools for sale,$50,https://toronto.craigslist.org/tor/for/d/400-watt-inverter-tools-for-sale/6796923696.html
236,SCREW DRIVERS $20   /   PLUS  TOOLS,$20,https://toronto.craigslist.org/tor/tls/d/screw-drivers-20-plus-tools/6796922624.html
237,2 Wheel Moving Dolly / Hand Truck,$15,https://toronto.craigslist.org/tor/tls/d/etobicoke-2-wheel-moving-dolly-hand/6796910830.html
238,"hardcase for Poulan gas chainsaw with 14"" or 16"" bar",$25,https://toronto.craigslist.org/tor/tls/d/north-york-hardcase-for-poulan-gas/6792562204.html
239,swap my Lawnboy Scamp/Utility side grass bag for a mulch plug & blade,$1,https://toronto.craigslist.org/tor/tls/d/north-york-swap-my-lawnboy-scamp/6778287540.html
240,Power Tools for Sale,$120,https://toronto.craigslist.org/tor/tls/d/north-york-power-tools-for-sale/6796846940.html
241,horse $ 20  each,$20,https://toronto.craigslist.org/tor/tls/d/horse-20-each/6796780204.html
242,112   / TOOL kit $70,$70,https://toronto.craigslist.org/tor/tls/d/112-tool-kit-70/6796777867.html
243,30 drill bit set  /  TOOLS TOOLS,$30,https://toronto.craigslist.org/tor/tls/d/30-drill-bit-set-tools-tools/6796778230.html
244,HAMMER'S  tools tools,$10,https://toronto.craigslist.org/tor/tls/d/hammers-tools-tools/6796776618.html
245,LINCOLN ELECTRIC 140 MP Multi-Process WELDER (BRAND NEW),$850,https://toronto.craigslist.org/tor/tls/d/york-lincoln-electric-140-mp-multi/6796676895.html
246,Black & Decker CS1000 Circular Saw,$30,https://toronto.craigslist.org/tor/tls/d/toronto-black-decker-cs1000-circular-saw/6783118283.html
247,NEW 2 Gallon Powermate Side Stack Air Compressor Combo Kit,$135,https://toronto.craigslist.org/tor/tls/d/toronto-new-2-gallon-powermate-side/6783117456.html
248,Pro solder tip cleaner iron metal sponge Gold color,$2,https://toronto.craigslist.org/tor/tls/d/toronto-pro-solder-tip-cleaner-iron/6783114905.html
249,Black & Decker 148581 Battery Charger Adapter 6.7V DC 200mA,$20,https://toronto.craigslist.org/tor/tls/d/black-deckerbattery-charger-adapter-67v/6796426917.html
250,Garden tools,$10,https://toronto.craigslist.org/tor/grd/d/toronto-garden-tools/6791416466.html
251,"3"" X 21"" Variable Speed Belt Sander",$60,https://toronto.craigslist.org/tor/tld/d/north-york-3-21-variable-speed-belt/6796288356.html
252,BRAND NEW SUPER FLASHLIGHT W/ZOOM CREE XM-L T6BULB-G700,$40,https://toronto.craigslist.org/tor/tld/d/north-york-brand-new-super-flashlight/6796285493.html
253,Brand New Mini grease gun,$13,https://toronto.craigslist.org/tor/tld/d/north-york-brand-new-mini-grease-gun/6796288130.html
254,BATTERY CUT OFF SWITCH,$10,https://toronto.craigslist.org/tor/tld/d/north-york-battery-cut-off-switch/6796287896.html
255,50pc Dust Masks,$6,https://toronto.craigslist.org/tor/tld/d/north-york-50pc-dust-masks/6796285250.html
256,"compressor, Motomaster brand new",$150,https://toronto.craigslist.org/tor/tls/d/etobicoke-compressor-motomaster-brand/6796256576.html
257,Band new EGO 56V Power Battery,$150,https://toronto.craigslist.org/oak/tls/d/oakville-band-new-ego-56v-power-battery/6796238856.html
258,Brand new DeWalt DCB112 dual voltage Lithium-Ion Battery Charger,$40,https://toronto.craigslist.org/tor/tls/d/toronto-brand-new-dewalt-dcb112-dual/6794329257.html
259,Bosch 1033VSR 8 Amp 1/2-Inch Drill with Variable Speed,$75,https://toronto.craigslist.org/drh/tls/d/bosch-1033vsr-8-amp-1-2-inch-drill-with/6796096591.html
260,"SNAP ON 3/8 drive Socket Set deep 6-Point 11pc 1/4""--7/8""",$175,https://toronto.craigslist.org/drh/tld/d/snap-on-3-8-drive-socket-set-deep-6/6796096694.html
261,pro vision 300 bore scope,$45,https://toronto.craigslist.org/drh/tls/d/oshawa-pro-vision-300-bore-scope/6796096044.html
262,Ridgid Rapid Max battery charger,$45,https://toronto.craigslist.org/drh/tls/d/ridgid-rapid-max-battery-charger/6796096183.html
263,Milwaukee m12 charger bran new,$30,https://toronto.craigslist.org/drh/tls/d/milwaukee-m12-charger-bran-new/6796096415.html
264,Weller Universal 140/100 Watt Solder Gun,$30,https://toronto.craigslist.org/drh/tls/d/weller-universalwatt-solder-gun/6796092573.html
265,Nail puller,$30,https://toronto.craigslist.org/drh/tls/d/oshawa-nail-puller/6796091913.html
266,turbo torch,$85,https://toronto.craigslist.org/drh/tls/d/oshawa-turbo-torch/6796092035.html
267,Porter-Cable - Laminate Trimmer w/ Standard Base -7301,$65,https://toronto.craigslist.org/drh/tls/d/porter-cable-laminate-trimmer-standard/6796092190.html
268,ENFORCER Air Cuff Lock bran new,$45,https://toronto.craigslist.org/drh/tls/d/enforcer-air-cuff-lock-bran-new/6796092306.html
269,car  flash light tool case $ 15,$15,https://toronto.craigslist.org/tor/tls/d/car-flash-light-tool-case-15/6796066950.html
270,Hilti GX2  concrete pins,$600,https://toronto.craigslist.org/tor/tls/d/toronto-hilti-gx2-concrete-pins/6796015897.html
271,Edge Bender,$9500,https://toronto.craigslist.org/tor/tls/d/north-york-edge-bender/6796014788.html
272,1/4 oxy acetylene torch hose,$10,https://toronto.craigslist.org/tor/tls/d/1-4-oxy-acetylene-torch-hose/6777892044.html
273,washer,$20,https://toronto.craigslist.org/tor/tls/d/north-york-washer/6795822198.html
274,nuts,$20,https://toronto.craigslist.org/tor/tls/d/north-york-nuts/6795728161.html
275,bolts,$20,https://toronto.craigslist.org/tor/tls/d/north-york-bolts/6795725980.html
276,wrenches $ 20,$20,https://toronto.craigslist.org/tor/tls/d/wrenches-20/6795720538.html
277,"15 X 15 Heat Press For T-shirt printing, garment Brand New!",$319,https://toronto.craigslist.org/tor/tls/d/scarboroughheat-press-for-shirt/6795554009.html
278,"Heat Press 16 X 20"" w/ Teflon-coated Heat Element new!",$429,https://toronto.craigslist.org/tor/tls/d/scarborough-heat-pressteflon-coated/6795551923.html
279,"Heat Press 16 X 24"" (Flat) w/ Teflon-coated Heat Element new!",$459,https://toronto.craigslist.org/tor/tls/d/scarborough-heat-pressflat-teflon/6795549111.html
280,SEAL PULLER,$0.00,https://toronto.craigslist.org/tor/tld/d/north-york-seal-puller/6795463944.html
281,"4pc Pry Bars, Neon Handle",$10,https://toronto.craigslist.org/tor/tld/d/north-york-4pc-pry-bars-neon-handle/6795464133.html
282,CRAFTSMAN CORDLESS DRILL DRIVER 2 BATTERIES FLASHLIGHT CHARGER CASE MA,$40,https://toronto.craigslist.org/yrk/tls/d/markham-craftsman-cordless-drill-driver/6775247925.html
283,VINTAGE STANLEY 12-204 WOOD SMOOTH PLANE NO 4 SIZE,$60,https://toronto.craigslist.org/mss/tls/d/mississauga-vintage-stanleywood-smooth/6795330709.html
